sku,fields.name,fields.brand,fields.description,fields.material,fields.pet_activity,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.country_of_origin,fields.battery_1_information,fields.care_and_cleaning,fields.material_general,fields.pet_type,fields.warranty_description,fields.number_of_pieces,fields.pets_subtype,fields.assembly_details,fields.material_frame,fields.breed_size,fields.target_posting_template,fields.target_sku,fields.target_listing_action,fields.mirror_width,fields.mirror_height,fields.mount_type,fields.piece_1_weight,fields.piece_2_weight,fields.piece_3_weight,fields.piece_4_weight,fields.piece_5_weight,fields.piece_6_weight,fields.piece_1_height,fields.piece_2_height,fields.piece_3_height,fields.piece_4_height,fields.piece_6_height,fields.piece_1_width,fields.piece_2_width,fields.piece_3_width,fields.piece_4_width,fields.piece_5_width,fields.piece_6_width,fields.piece_1_depth,fields.piece_2_depth,fields.piece_3_depth,fields.piece_4_depth,fields.piece_5_depth,fields.piece_6_depth,fields.includes,fields.shape,fields.finish_surface_treatment,fields.finish_metal,fields.weight,fields.subtype,fields.length,fields.height,fields.width,fields.target_color,fields.plant_shape,fields.plant_flower_color,fields.indoor_outdoor_use,fields.lighted,fields.plant_variety,fields.faucet_centerset,fields.faucet_holes,fields.flow_rate,fields.handle_type,fields.spout_height,fields.spout_reach,fields.seat_back_height,fields.seat_width,fields.pattern_group,fields.targeted_audience,fields.seat_height_floor_to_seat_top,fields.upholstery,fields.number_of_settings,fields.showerhead_setting_types,fields.height_adjustability,fields.arm_type,fields.features,fields.number_of_hooks,fields.fabric_weight_type,fields.thread_count,fields.material_1,fields.material_1_percentage,fields.textile_contruction,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.power_source,fields.appliance_placement,fields.wattage_output,fields.material_surface,fields.battery_1_quantity,fields.battery_1_type,fields.battery_1_material,fields.cpsc_choking_hazard_warnings,fields.bicycle_frame_type,fields.max_speed,fields.max_weight_capacity,fields.wheel_diameter,fields.estimated_charge_time,fields.certifications,fields.required_not_included,fields.floor_to_frame_height,fields.surface_type,fields.box_spring_required,fields.tax,fields.prop_65,fields.prop_65_warning,fields.light_bulb_base_or_socket_size,fields.light_bulbs_included,fields.shade_height,fields.lighting_switch_type,fields.material_body,fields.max_light_bulb_wattage,fields.number_of_light_bulb_sockets,fields.number_of_lighting_shades,fields.material_shade,fields.base_depth,fields.assembled_width,fields.switch_location,fields.body_color,fields.requires_hardware,fields.cord_covering_type,fields.light_bulb_type,fields.light_bulb_life,fields.thermometer_type,fields.max_fahrenheit_temperature_reading,fields.minimum_fahrenheit_temperature_reading,fields.material_blade,fields.material_handle,fields.material_lid,fields.recommended_surface_application,fields.filter_type,fields.bag_type,fields.cleaning_path_width,fields.number_of_speeds,fields.recommended_product_application,fields.capacity,fields.input_ac_voltage,fields.steam_time_per_refill,fields.time_to_fully_heat,fields.max_heat_output,fields.heat_distribution_type,fields.heat_element_type,fields.room_size,fields.blade_diameter,fields.legally_required_information,fields.volts_required,fields.placement,fields.color_description,fields.cord_end_length,fields.light_bulb_count,fields.light_bulb_shape,fields.lighted_length,fields.cord_lead_length,fields.bulb_spacing,fields.color_rendering_index,fields.contains_mercury,fields.energy_used,fields.standards,fields.light_bulb_color_temperature,fields.max_brightness,fields.recommended_use,fields.title_20_compliance,fields.gender,fields.macys_enabled,fields.macys_posting_template,fields.table_thickness,fields.base_style,fields.ebike_class,fields.cookware_disclosure,fields.piece_1_quantity,fields.piece_1_type,fields.number_of_doors,fields.number_of_drawers,fields.number_of_shelves,fields.seat_depth,fields.material_fill_1,fields.material_furniture,fields.max_seat_capacity,fields.interior_depth,fields.interior_height,fields.interior_width,fields.model_number,fields.protective_qualities,fields.used_for,fields.manufacturer_suggested_age,fields.lighting_effects,fields.storage_features,fields.airflow,fields.amps_required,fields.cooling_output,fields.ceiling_to_bottom_flush,fields.ceiling_to_bottom_angled,fields.ceiling_to_bottom_standard,fields.base_diameter,fields.wattage_required,fields.max_pressure,fields.wheel_width,fields.california_carburetor_law_compliant,fields.number_of_tines,fields.tine_length,fields.application,fields.primary_active_ingredient,fields.product_form,fields.product_warning,fields.door_type,fields.depth_with_door_open,fields.compartment_height,fields.compartment_width,fields.coolant_type,fields.compartment_depth,fields.freezer_type,fields.dehumidification_rate,fields.compartment_1_depth,fields.compartment_1_height,fields.compartment_1_width,fields.compartment_1_quantity,fields.compartment_1_type,fields.light_settings,fields.lighting_body_color,fields.lighting_shade_color,fields.industry_or_government_certifications,fields.maximum_brightness_lumens,fields.maximum_distance,fields.operational_modes,fields.run_time,fields.taxcode_home,fields.fabric_care,fields.product_care,fields.fabric_bedding_textiles,fields.lithium_ion_battery_size,fields.lithium_ion_battery_type,fields.vacuum_and_cleaner_type,fields.fabric_content,fields.furniture_category,fields.hazmat,fields.wall_decor,fields.art_style,fields.art_type,fields.import_description,fields.astm_f2057_tip_standard_compliance,fields.features_furniture,fields.number_of_shoe_pairs_held,fields.primary_item_placement,fields.style,fields.minimum_weight_capacity,fields.maximum_weight_capacity,fields.warranty,fields.macys_tax,fields.msrp,fields.material_tabletop,fields.primary_item_stored,fields.state_of_readiness,fields.primary_flavors,fields.pet_lifestage,fields.food_drink_form,fields.closure_type,fields.package_quantity,fields.season_or_event_depicted,fields.capacity_beverage_cans,fields.material_liner,fields.pfas_restriction,fields.net_weight,fields.pet_food_and_health_features,fields.seat_back_width,fields.tabletop_color,fields.pet_toy_type,fields.lighting_shade_shape,options.0,options.1
variant-11,HOMLUX Dimmable Rectangular LED Bathroom Mirror Auto-off Anti-fogging and 3 color with Smart Touch Control,Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, a pinnacle of exceptional design and cutting-edge functionality. It boasts a 5mm copper-free silver technology, presenting both eco-friendliness and long-lasting durability. Through intelligent wall switch and memory touch sensor, control without physical contact reaches new heights of convenience. The 1.18-inch ultra-thin design balances fashion and space, catering to your bathroom needs in 360 degrees. UL and ETL-certified components ensure safety, while the unique anti-fog technology, coupled with 240 LEDs/m backlighting, maintains a clear and bright mirror surface. Dimming from 5% to 100%, as well as color temperature choices of 3000K, 4500K, and 6000K, create the perfect ambiance. Flicker-free, UV-free, eye-protective comfort turns every glimpse into a delightful experience. The HOMLUX Smart LED Bathroom Mirror revolutionizes your bathroom experience, seamlessly merging elegance and intelligence.",,,"Smart Controls & Stay Fog-Free：Turn the lights on and off without touching the mirror – the wall switch and mirror touch switch are interconnected and feature memory functions. Say goodbye to post-shower fog. Built-in defogger ensures the LED vanity mirror stays clear and fog-free, the anti-fog switches are a separate control, which is safe and energy-saving, auto-shutting off after an hour.","Customizable Lighting：Our 240 LED lamp beads per meter provide a super bright 12V backlight, bringing your bathroom to life while keeping the energy bill low. Adjust the brightness from 5% to 100% by holding down the power switch button for 2-3 seconds, and choose from cozy 3000K warm light, 4500K natural light, or 6000K bright white to set the mood right.","Comfort for Your Eyes: We've ensured a flicker-free experience with no UV rays. Press and hold for 3 seconds to turn off the blue light standby display of the mirror, making every glance a pleasure.","Safety First & Built to Last: An explosion-proof film is added to the mirror's surface to prevent breakage and minimize potential harm. All electronic parts are UL-certified, and the whole unit boasts an ETL certification, ensuring peace of mind for you and your family. With an impressive lifespan of over 120,000 hours, this mirror isn't just a purchase; it's an investment in quality.","Versatile Installation: Whether you prefer it horizontally or vertically, our handy Z-type aluminum strips make mounting a breeze.",,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,28.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-11,HOMLUX Dimmable Rectangular LED Bathroom Mirror Auto-off Anti-fogging and 3 color with Smart Touch Control,Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, a pinnacle of exceptional design and cutting-edge functionality. It boasts a 5mm copper-free silver technology, presenting both eco-friendliness and long-lasting durability. Through intelligent wall switch and memory touch sensor, control without physical contact reaches new heights of convenience. The 1.18-inch ultra-thin design balances fashion and space, catering to your bathroom needs in 360 degrees. UL and ETL-certified components ensure safety, while the unique anti-fog technology, coupled with 240 LEDs/m backlighting, maintains a clear and bright mirror surface. Dimming from 5% to 100%, as well as color temperature choices of 3000K, 4500K, and 6000K, create the perfect ambiance. Flicker-free, UV-free, eye-protective comfort turns every glimpse into a delightful experience. The HOMLUX Smart LED Bathroom Mirror revolutionizes your bathroom experience, seamlessly merging elegance and intelligence.",,,"Smart Controls & Stay Fog-Free：Turn the lights on and off without touching the mirror – the wall switch and mirror touch switch are interconnected and feature memory functions. Say goodbye to post-shower fog. Built-in defogger ensures the LED vanity mirror stays clear and fog-free, the anti-fog switches are a separate control, which is safe and energy-saving, auto-shutting off after an hour.","Customizable Lighting：Our 240 LED lamp beads per meter provide a super bright 12V backlight, bringing your bathroom to life while keeping the energy bill low. Adjust the brightness from 5% to 100% by holding down the power switch button for 2-3 seconds, and choose from cozy 3000K warm light, 4500K natural light, or 6000K bright white to set the mood right.","Comfort for Your Eyes: We've ensured a flicker-free experience with no UV rays. Press and hold for 3 seconds to turn off the blue light standby display of the mirror, making every glance a pleasure.","Safety First & Built to Last: An explosion-proof film is added to the mirror's surface to prevent breakage and minimize potential harm. All electronic parts are UL-certified, and the whole unit boasts an ETL certification, ensuring peace of mind for you and your family. With an impressive lifespan of over 120,000 hours, this mirror isn't just a purchase; it's an investment in quality.","Versatile Installation: Whether you prefer it horizontally or vertically, our handy Z-type aluminum strips make mounting a breeze.",,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,28.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-11,HOMLUX Dimmable Rectangular LED Bathroom Mirror Auto-off Anti-fogging and 3 color with Smart Touch Control,Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, a pinnacle of exceptional design and cutting-edge functionality. It boasts a 5mm copper-free silver technology, presenting both eco-friendliness and long-lasting durability. Through intelligent wall switch and memory touch sensor, control without physical contact reaches new heights of convenience. The 1.18-inch ultra-thin design balances fashion and space, catering to your bathroom needs in 360 degrees. UL and ETL-certified components ensure safety, while the unique anti-fog technology, coupled with 240 LEDs/m backlighting, maintains a clear and bright mirror surface. Dimming from 5% to 100%, as well as color temperature choices of 3000K, 4500K, and 6000K, create the perfect ambiance. Flicker-free, UV-free, eye-protective comfort turns every glimpse into a delightful experience. The HOMLUX Smart LED Bathroom Mirror revolutionizes your bathroom experience, seamlessly merging elegance and intelligence.",,,"Smart Controls & Stay Fog-Free：Turn the lights on and off without touching the mirror – the wall switch and mirror touch switch are interconnected and feature memory functions. Say goodbye to post-shower fog. Built-in defogger ensures the LED vanity mirror stays clear and fog-free, the anti-fog switches are a separate control, which is safe and energy-saving, auto-shutting off after an hour.","Customizable Lighting：Our 240 LED lamp beads per meter provide a super bright 12V backlight, bringing your bathroom to life while keeping the energy bill low. Adjust the brightness from 5% to 100% by holding down the power switch button for 2-3 seconds, and choose from cozy 3000K warm light, 4500K natural light, or 6000K bright white to set the mood right.","Comfort for Your Eyes: We've ensured a flicker-free experience with no UV rays. Press and hold for 3 seconds to turn off the blue light standby display of the mirror, making every glance a pleasure.","Safety First & Built to Last: An explosion-proof film is added to the mirror's surface to prevent breakage and minimize potential harm. All electronic parts are UL-certified, and the whole unit boasts an ETL certification, ensuring peace of mind for you and your family. With an impressive lifespan of over 120,000 hours, this mirror isn't just a purchase; it's an investment in quality.","Versatile Installation: Whether you prefer it horizontally or vertically, our handy Z-type aluminum strips make mounting a breeze.",,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,28.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-11,HOMLUX Dimmable Rectangular LED Bathroom Mirror Auto-off Anti-fogging and 3 color with Smart Touch Control,Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, a pinnacle of exceptional design and cutting-edge functionality. It boasts a 5mm copper-free silver technology, presenting both eco-friendliness and long-lasting durability. Through intelligent wall switch and memory touch sensor, control without physical contact reaches new heights of convenience. The 1.18-inch ultra-thin design balances fashion and space, catering to your bathroom needs in 360 degrees. UL and ETL-certified components ensure safety, while the unique anti-fog technology, coupled with 240 LEDs/m backlighting, maintains a clear and bright mirror surface. Dimming from 5% to 100%, as well as color temperature choices of 3000K, 4500K, and 6000K, create the perfect ambiance. Flicker-free, UV-free, eye-protective comfort turns every glimpse into a delightful experience. The HOMLUX Smart LED Bathroom Mirror revolutionizes your bathroom experience, seamlessly merging elegance and intelligence.",,,"Smart Controls & Stay Fog-Free：Turn the lights on and off without touching the mirror – the wall switch and mirror touch switch are interconnected and feature memory functions. Say goodbye to post-shower fog. Built-in defogger ensures the LED vanity mirror stays clear and fog-free, the anti-fog switches are a separate control, which is safe and energy-saving, auto-shutting off after an hour.","Customizable Lighting：Our 240 LED lamp beads per meter provide a super bright 12V backlight, bringing your bathroom to life while keeping the energy bill low. Adjust the brightness from 5% to 100% by holding down the power switch button for 2-3 seconds, and choose from cozy 3000K warm light, 4500K natural light, or 6000K bright white to set the mood right.","Comfort for Your Eyes: We've ensured a flicker-free experience with no UV rays. Press and hold for 3 seconds to turn off the blue light standby display of the mirror, making every glance a pleasure.","Safety First & Built to Last: An explosion-proof film is added to the mirror's surface to prevent breakage and minimize potential harm. All electronic parts are UL-certified, and the whole unit boasts an ETL certification, ensuring peace of mind for you and your family. With an impressive lifespan of over 120,000 hours, this mirror isn't just a purchase; it's an investment in quality.","Versatile Installation: Whether you prefer it horizontally or vertically, our handy Z-type aluminum strips make mounting a breeze.",,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,28.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-11,HOMLUX Dimmable Rectangular LED Bathroom Mirror Auto-off Anti-fogging and 3 color with Smart Touch Control,Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, a pinnacle of exceptional design and cutting-edge functionality. It boasts a 5mm copper-free silver technology, presenting both eco-friendliness and long-lasting durability. Through intelligent wall switch and memory touch sensor, control without physical contact reaches new heights of convenience. The 1.18-inch ultra-thin design balances fashion and space, catering to your bathroom needs in 360 degrees. UL and ETL-certified components ensure safety, while the unique anti-fog technology, coupled with 240 LEDs/m backlighting, maintains a clear and bright mirror surface. Dimming from 5% to 100%, as well as color temperature choices of 3000K, 4500K, and 6000K, create the perfect ambiance. Flicker-free, UV-free, eye-protective comfort turns every glimpse into a delightful experience. The HOMLUX Smart LED Bathroom Mirror revolutionizes your bathroom experience, seamlessly merging elegance and intelligence.",,,"Smart Controls & Stay Fog-Free：Turn the lights on and off without touching the mirror – the wall switch and mirror touch switch are interconnected and feature memory functions. Say goodbye to post-shower fog. Built-in defogger ensures the LED vanity mirror stays clear and fog-free, the anti-fog switches are a separate control, which is safe and energy-saving, auto-shutting off after an hour.","Customizable Lighting：Our 240 LED lamp beads per meter provide a super bright 12V backlight, bringing your bathroom to life while keeping the energy bill low. Adjust the brightness from 5% to 100% by holding down the power switch button for 2-3 seconds, and choose from cozy 3000K warm light, 4500K natural light, or 6000K bright white to set the mood right.","Comfort for Your Eyes: We've ensured a flicker-free experience with no UV rays. Press and hold for 3 seconds to turn off the blue light standby display of the mirror, making every glance a pleasure.","Safety First & Built to Last: An explosion-proof film is added to the mirror's surface to prevent breakage and minimize potential harm. All electronic parts are UL-certified, and the whole unit boasts an ETL certification, ensuring peace of mind for you and your family. With an impressive lifespan of over 120,000 hours, this mirror isn't just a purchase; it's an investment in quality.","Versatile Installation: Whether you prefer it horizontally or vertically, our handy Z-type aluminum strips make mounting a breeze.",,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,28.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-11,HOMLUX Dimmable Rectangular LED Bathroom Mirror Auto-off Anti-fogging and 3 color with Smart Touch Control,Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, a pinnacle of exceptional design and cutting-edge functionality. It boasts a 5mm copper-free silver technology, presenting both eco-friendliness and long-lasting durability. Through intelligent wall switch and memory touch sensor, control without physical contact reaches new heights of convenience. The 1.18-inch ultra-thin design balances fashion and space, catering to your bathroom needs in 360 degrees. UL and ETL-certified components ensure safety, while the unique anti-fog technology, coupled with 240 LEDs/m backlighting, maintains a clear and bright mirror surface. Dimming from 5% to 100%, as well as color temperature choices of 3000K, 4500K, and 6000K, create the perfect ambiance. Flicker-free, UV-free, eye-protective comfort turns every glimpse into a delightful experience. The HOMLUX Smart LED Bathroom Mirror revolutionizes your bathroom experience, seamlessly merging elegance and intelligence.",,,"Smart Controls & Stay Fog-Free：Turn the lights on and off without touching the mirror – the wall switch and mirror touch switch are interconnected and feature memory functions. Say goodbye to post-shower fog. Built-in defogger ensures the LED vanity mirror stays clear and fog-free, the anti-fog switches are a separate control, which is safe and energy-saving, auto-shutting off after an hour.","Customizable Lighting：Our 240 LED lamp beads per meter provide a super bright 12V backlight, bringing your bathroom to life while keeping the energy bill low. Adjust the brightness from 5% to 100% by holding down the power switch button for 2-3 seconds, and choose from cozy 3000K warm light, 4500K natural light, or 6000K bright white to set the mood right.","Comfort for Your Eyes: We've ensured a flicker-free experience with no UV rays. Press and hold for 3 seconds to turn off the blue light standby display of the mirror, making every glance a pleasure.","Safety First & Built to Last: An explosion-proof film is added to the mirror's surface to prevent breakage and minimize potential harm. All electronic parts are UL-certified, and the whole unit boasts an ETL certification, ensuring peace of mind for you and your family. With an impressive lifespan of over 120,000 hours, this mirror isn't just a purchase; it's an investment in quality.","Versatile Installation: Whether you prefer it horizontally or vertically, our handy Z-type aluminum strips make mounting a breeze.",,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,28.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-16,"HOMLUX Dimmable Round Backlit Mirror with Memory, Auto-off Anti-fogging and 3 color Temperature for Bathroom",Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, the epitome of modern design and functionality. Featuring eco-friendly 5mm copper-free silver technology, it combines durability with sleek aesthetics. Control the mirror effortlessly with an intelligent wall switch and touch sensor, ensuring convenience and a 1.18-inch ultra-thin design for optimal space use. Transform your bathroom with the HOMLUX Smart LED Mirror, merging elegance and technology seamlessly. Shape: Round Width: 36/32//24 inches Height: 36/32/24 inches Depth: 0.98 inches Weight: 25.45/22/13.2 pounds",,,"Smart Controls & Stay Fog-Free: Touchless, defogger with memory functions.","Customizable Lighting: 240 LEDs, Super bright, adjustable brightness between 5%-100%, warm, natural and bright color temperature settings.","Comfort for Your Eyes: Flicker-free, UV-free, blue light off.","Safety First & Built to Last: Explosion-proof, certified, 120,000-hour lifespan.",Versatile Installation: Easy horizontal or vertical mounting.,,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,36.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-16,"HOMLUX Dimmable Round Backlit Mirror with Memory, Auto-off Anti-fogging and 3 color Temperature for Bathroom",Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, the epitome of modern design and functionality. Featuring eco-friendly 5mm copper-free silver technology, it combines durability with sleek aesthetics. Control the mirror effortlessly with an intelligent wall switch and touch sensor, ensuring convenience and a 1.18-inch ultra-thin design for optimal space use. Transform your bathroom with the HOMLUX Smart LED Mirror, merging elegance and technology seamlessly. Shape: Round Width: 36/32//24 inches Height: 36/32/24 inches Depth: 0.98 inches Weight: 25.45/22/13.2 pounds",,,"Smart Controls & Stay Fog-Free: Touchless, defogger with memory functions.","Customizable Lighting: 240 LEDs, Super bright, adjustable brightness between 5%-100%, warm, natural and bright color temperature settings.","Comfort for Your Eyes: Flicker-free, UV-free, blue light off.","Safety First & Built to Last: Explosion-proof, certified, 120,000-hour lifespan.",Versatile Installation: Easy horizontal or vertical mounting.,,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,36.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-16,"HOMLUX Dimmable Round Backlit Mirror with Memory, Auto-off Anti-fogging and 3 color Temperature for Bathroom",Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, the epitome of modern design and functionality. Featuring eco-friendly 5mm copper-free silver technology, it combines durability with sleek aesthetics. Control the mirror effortlessly with an intelligent wall switch and touch sensor, ensuring convenience and a 1.18-inch ultra-thin design for optimal space use. Transform your bathroom with the HOMLUX Smart LED Mirror, merging elegance and technology seamlessly. Shape: Round Width: 36/32//24 inches Height: 36/32/24 inches Depth: 0.98 inches Weight: 25.45/22/13.2 pounds",,,"Smart Controls & Stay Fog-Free: Touchless, defogger with memory functions.","Customizable Lighting: 240 LEDs, Super bright, adjustable brightness between 5%-100%, warm, natural and bright color temperature settings.","Comfort for Your Eyes: Flicker-free, UV-free, blue light off.","Safety First & Built to Last: Explosion-proof, certified, 120,000-hour lifespan.",Versatile Installation: Easy horizontal or vertical mounting.,,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,36.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
variant-16,"HOMLUX Dimmable Round Backlit Mirror with Memory, Auto-off Anti-fogging and 3 color Temperature for Bathroom",Homlux,"Explore the HOMLUX Smart LED Bathroom Mirror, the epitome of modern design and functionality. Featuring eco-friendly 5mm copper-free silver technology, it combines durability with sleek aesthetics. Control the mirror effortlessly with an intelligent wall switch and touch sensor, ensuring convenience and a 1.18-inch ultra-thin design for optimal space use. Transform your bathroom with the HOMLUX Smart LED Mirror, merging elegance and technology seamlessly. Shape: Round Width: 36/32//24 inches Height: 36/32/24 inches Depth: 0.98 inches Weight: 25.45/22/13.2 pounds",,,"Smart Controls & Stay Fog-Free: Touchless, defogger with memory functions.","Customizable Lighting: 240 LEDs, Super bright, adjustable brightness between 5%-100%, warm, natural and bright color temperature settings.","Comfort for Your Eyes: Flicker-free, UV-free, blue light off.","Safety First & Built to Last: Explosion-proof, certified, 120,000-hour lifespan.",Versatile Installation: Easy horizontal or vertical mounting.,,,,,,,,,"Adult Assembly Required, Some Tools Provided",No Frame,,Bathroom Vanity Mirrors,,FULL,36.0,36.0,Wall Mount,,,,,,,,,,,,,,,,,,,,,,,,,Round,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,Mirror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imported,,,,,,,,,,,,,,,,,,,,,,,,,,,,,size,color
